T_outdoor,T_room,Q_solar,Q_internal,Q_hvac_cool,Q_hvac_heat,Q_hvac,Q_ghi,Q_load,Timestamp
11.333333333333332,20.535051673852678,0.0,0.4433517467604339,0.0,0.0,0.0,0.0,0.4433517467604339, 07/03  03:40:00
11.25,20.530087332393506,0.0,0.4433517467604339,0.0,0.0,0.0,0.0,0.4433517467604339, 07/03  03:45:00
11.166666666666668,20.52283696684015,0.0,0.4433517467604339,0.0,0.0,0.0,0.0,0.4433517467604339, 07/03  03:50:00
11.083333333333332,20.513645404406336,0.0,0.4433517467604339,0.0,0.0,0.0,0.0,0.4433517467604339, 07/03  03:55:00
11.0,20.508659868656114,0.0,0.4433517467604339,0.0,0.0,0.0,0.0,0.4433517467604339, 07/03  04:00:00
11.083333333333332,20.49992504702398,0.0,0.4433517467604339,0.0,0.0,0.0,0.0,0.4433517467604339, 07/03  04:05:00
11.166666666666668,20.493768074749475,0.0,0.4433517467604339,0.0,0.0,0.0,0.0,0.4433517467604339, 07/03  04:10:00
11.25,20.491438829946535,0.0,0.4433517467604339,0.0,0.0,0.0,0.0,0.4433517467604339, 07/03  04:15:00
11.333333333333334,20.489173148253894,0.0,0.4433517467604339,0.0,0.0,0.0,0.0,0.4433517467604339, 07/03  04:20:00
11.416666666666666,20.48480867328371,0.0,0.4433517467604339,0.0,0.0,0.0,0.0,0.4433517467604339, 07/03  04:25:00
11.5,20.482453784954615,0.0,0.4433517467604339,0.0,0.0,0.0,0.0,0.4433517467604339, 07/03  04:30:00
11.583333333333332,20.482651959124038,0.0,0.5186433845682714,0.0,0.0,0.0,0.0,0.5186433845682714, 07/03  04:35:00
11.666666666666668,20.4822277042023,0.0,0.5186433845682714,0.0,0.0,0.0,0.0,0.5186433845682714, 07/03  04:40:00
11.75,20.481876483571934,0.32709272552998486,0.5186433845682714,0.0,0.0,0.0,0.32709272552998486,0.5186433845682714, 07/03  04:45:00
11.833333333333332,20.481807372240496,0.44728363469825755,0.5186433845682714,0.0,0.0,0.0,0.44728363469825755,0.5186433845682714, 07/03  04:50:00
11.916666666666668,20.481466926286316,0.5733022062741265,0.5186433845682714,0.0,0.0,0.0,0.5733022062741265,0.5186433845682714, 07/03  04:55:00
12.0,20.481226494831567,0.7051557541382318,0.5186433845682714,0.0,0.0,0.0,0.7051557541382318,0.5186433845682714, 07/03  05:00:00
12.166666666666666,20.480412684716395,0.84286429550648,0.5186433845682714,0.0,0.0,0.0,0.84286429550648,0.5186433845682714, 07/03  05:05:00
12.333333333333332,20.479722878501658,0.9864539250611348,0.5186433845682714,0.0,0.0,0.0,0.9864539250611348,0.5186433845682714, 07/03  05:10:00
12.5,20.47803935797251,1.1359512353840815,0.5186433845682714,0.0,0.0,0.0,1.1359512353840815,0.5186433845682714, 07/03  05:15:00
12.666666666666666,20.477641219339986,1.2913802670227275,0.5186433845682714,0.0,0.0,0.0,1.2913802670227275,0.5186433845682714, 07/03  05:20:00
12.833333333333332,20.47685976645931,1.4527609176334255,0.5186433845682714,0.0,0.0,0.0,1.4527609176334255,0.5186433845682714, 07/03  05:25:00
13.0,20.476764279529835,1.6201080909861618,0.5186433845682714,0.0,0.0,0.0,1.6201080909861618,0.5186433845682714, 07/03  05:30:00
13.166666666666668,20.538109908058164,1.7234573018133568,1.932471073902143,0.0,0.0,0.0,1.7234573018133568,1.932471073902143, 07/03  05:35:00
13.333333333333332,20.62492499138529,1.831449719932401,1.9287600813103831,0.0,0.0,0.0,1.831449719932401,1.9287600813103831, 07/03  05:40:00
13.5,20.69987741612425,1.9440916537291348,1.9265867300004957,0.0,0.0,0.0,1.9440916537291348,1.9265867300004957, 07/03  05:45:00
13.666666666666668,20.74999105011053,2.09870405190088,1.924219445317266,0.0,0.0,0.0,2.09870405190088,1.924219445317266, 07/03  05:50:00
13.833333333333332,20.78220042802421,2.215651159745594,1.9228054341862166,0.0,0.0,0.0,2.215651159745594,1.9228054341862166, 07/03  05:55:00
14.0,20.803338883552247,2.337400732979691,1.9219485438347526,0.0,0.0,0.0,2.337400732979691,1.9219485438347526, 07/03  06:00:00
14.333333333333332,20.81888927118859,2.4638882139849243,1.9212796192274413,0.0,0.0,0.0,2.4638882139849243,1.9212796192274413, 07/03  06:05:00
14.666666666666668,20.83176963531052,2.596367349729373,1.8837968931025149,0.0,0.0,0.0,2.596367349729373,1.8837968931025149, 07/03  06:10:00
15.0,20.84318675797283,2.732006765166292,1.8829462711520033,0.0,0.0,0.0,2.732006765166292,1.8829462711520033, 07/03  06:15:00
15.333333333333334,20.854295936133237,2.872230160908855,1.8820135154632283,0.0,0.0,0.0,2.872230160908855,1.8820135154632283, 07/03  06:20:00
15.666666666666666,20.865608741548293,3.016974269822372,1.880996424498682,0.0,0.0,0.0,3.016974269822372,1.880996424498682, 07/03  06:25:00
16.0,20.87697469184619,3.1661754493746,1.8799064475149252,0.0,0.0,0.0,3.1661754493746,1.8799064475149252, 07/03  06:30:00
16.333333333333332,20.77741020617265,3.278814291044476,3.2767938697245107,4.768699278614605,0.0,-4.768699278614605,3.278814291044476,-1.4919054088900943, 07/03  06:35:00
16.666666666666668,20.624465205611298,3.3930573153102004,3.2852496911526745,5.352773243615178,0.0,-5.352773243615178,3.3930573153102004,-2.0675235524625033, 07/03  06:40:00
17.0,20.491743147169235,3.508844724612827,3.297287966365291,5.270305410134679,0.0,-5.270305410134679,3.508844724612827,-1.9730174437693875, 07/03  06:45:00
17.333333333333332,20.414646369493784,3.6261174570604604,3.304399092820723,5.255631877502708,0.0,-5.255631877502708,3.6261174570604604,-1.9512327846819848, 07/03  06:50:00
17.666666666666668,20.38395563856887,3.744816747922919,3.3056943888844956,5.27546421355902,0.0,-5.27546421355902,3.744816747922919,-1.969769824674524, 07/03  06:55:00
18.0,20.381386739547615,3.864883794259645,3.304036841138974,5.301280809340119,0.0,-5.301280809340119,3.864883794259645,-1.9972439682011447, 07/03  07:00:00
18.25,20.394110642694738,3.9862594979425197,3.3018596995487943,5.309286318482487,0.0,-5.309286318482487,3.9862594979425197,-2.0074266189336925, 07/03  07:05:00
18.5,20.41890862402938,4.108884269021603,3.3006894949779064,5.33208483651126,0.0,-5.33208483651126,4.108884269021603,-2.031395341533354, 07/03  07:10:00
18.75,20.43859935779436,4.232697876106012,3.298853354827234,5.341629491800253,0.0,-5.341629491800253,4.232697876106012,-2.042776136973019, 07/03  07:15:00
19.0,20.45382141059349,4.357639333814534,3.2978027954419793,5.352970792946537,0.0,-5.352970792946537,4.357639333814534,-2.0551679975045576, 07/03  07:20:00
19.25,20.483986210544746,4.483646819802555,3.2969694728461585,5.378543902192664,0.0,-5.378543902192664,4.483646819802555,-2.0815744293465057, 07/03  07:25:00
19.5,20.50137129104454,4.610657615670387,3.294790920066195,5.400784740018075,0.0,-5.400784740018075,4.610657615670387,-2.10599381995188, 07/03  07:30:00
19.75,20.662822202410243,4.718068761586351,6.838779940139924,5.550571304671252,0.0,-5.550571304671252,4.718068761586351,1.2882086354686715, 07/03  07:35:00
20.0,20.860282508585772,4.95658195206578,6.806832078647086,5.721482893040027,0.0,-5.721482893040027,4.95658195206578,1.0853491856070594, 07/03  07:40:00
20.25,21.019944444099874,5.065085164985525,6.768901574515427,5.8476325986761015,0.0,-5.8476325986761015,5.065085164985525,0.9212689758393253, 07/03  07:45:00
20.5,21.122396016422623,5.173567520817532,6.7418107442425335,5.919532421158495,0.0,-5.919532421158495,5.173567520817532,0.8222783230840385, 07/03  07:50:00
20.75,21.178907165629898,5.281974101019833,6.72592993494569,5.965917658214605,0.0,-5.965917658214605,5.281974101019833,0.7600122767310848, 07/03  07:55:00
21.0,21.21000535013079,5.3902499710052325,6.716204532542748,6.000663832982542,0.0,-6.000663832982542,5.3902499710052325,0.715540699560206, 07/03  08:00:00
21.25,21.231198806966663,5.500189306195117,6.708422557138635,6.036291990230845,0.0,-6.036291990230845,5.500189306195117,0.6721305669077902, 07/03  08:05:00
21.5,21.24972285843757,5.670228528928697,6.700636529814465,6.074063657502583,0.0,-6.074063657502583,5.670228528928697,0.6265728723118817, 07/03  08:10:00
21.75,21.26755016549266,5.906047181170686,6.692299019595725,6.1146811130428995,0.0,-6.1146811130428995,5.906047181170686,0.5776179065528257, 07/03  08:15:00
22.0,21.284729887112572,6.166194971657793,6.683201073229152,6.158991807529072,0.0,-6.158991807529072,6.166194971657793,0.5242092657000796, 07/03  08:20:00
22.25,21.300815435804726,6.450549927022988,6.673219694999641,6.207875040356271,0.0,-6.207875040356271,6.450549927022988,0.4653446546433706, 07/03  08:25:00
22.5,21.316054673159908,6.758891937244358,6.662215602148714,6.261624299016867,0.0,-6.261624299016867,6.758891937244358,0.4005913031318471, 07/03  08:30:00
22.75,21.330736001157177,7.0813303835888926,6.650251328600376,6.31679925994219,0.0,-6.31679925994219,7.0813303835888926,0.3334520686581861, 07/03  08:35:00
23.0,21.345029717741923,7.42558513572186,6.637884160397598,6.371777202085454,0.0,-6.371777202085454,7.42558513572186,0.26610695831214404, 07/03  08:40:00
23.25,21.35900649913054,7.790891499362356,6.625434888229372,6.426743223948363,0.0,-6.426743223948363,7.790891499362356,0.19869166428100904, 07/03  08:45:00
23.5,21.372700499649905,8.176377123179762,6.612928498290028,6.482198534546441,0.0,-6.482198534546441,8.176377123179762,0.1307299637435868, 07/03  08:50:00
23.75,21.38614287620661,8.581064279061412,6.600261649218768,6.538523617637669,0.0,-6.538523617637669,8.581064279061412,0.061738031581099584, 07/03  08:55:00
24.0,21.399364310289336,9.003874056173371,6.587342512086105,6.595884214352292,0.0,-6.595884214352292,9.003874056173371,-0.008541702266187556, 07/03  09:00:00
24.25,21.476061714842118,9.443632155476488,8.211887484887551,6.708149654908414,0.0,-6.708149654908414,9.443632155476488,1.503737829979137, 07/03  09:05:00
24.5,21.565391662560167,9.899075985834644,8.090818739512471,6.832975904141276,0.0,-6.832975904141276,9.899075985834644,1.2578428353711955, 07/03  09:10:00
24.75,21.629253413930034,10.368862780321273,7.887024074444912,6.912009863709081,0.0,-6.912009863709081,10.368862780321273,0.9750142107358304, 07/03  09:15:00
25.0,21.664914708410777,10.85157847118798,7.861275347053932,6.96409650085192,0.0,-6.96409650085192,10.85157847118798,0.8971788462020127, 07/03  09:20:00
25.25,21.684946534326805,11.345747083619958,7.84420728314287,7.011880266016159,0.0,-7.011880266016159,11.345747083619958,0.832327017126711, 07/03  09:25:00
25.5,21.70021106332668,11.849840431308305,7.828458274026995,7.065384115624481,0.0,-7.065384115624481,11.849840431308305,0.7630741584025138, 07/03  09:30:00
25.75,21.714754010542023,12.338518155251016,7.810747231907309,7.12382525723495,0.0,-7.12382525723495,12.338518155251016,0.6869219746723587, 07/03  09:35:00
26.0,21.729547102226462,12.83399567945022,7.79132129755015,7.183764955309374,0.0,-7.183764955309374,12.83399567945022,0.6075563422407759, 07/03  09:40:00
26.25,21.74440124889301,13.334682366792968,7.771289703155793,7.243368814921651,0.0,-7.243368814921651,13.334682366792968,0.5279208882341413, 07/03  09:45:00
26.5,21.759023711785982,13.838969348804493,7.751259573823719,7.302203083291221,0.0,-7.302203083291221,13.838969348804493,0.44905649053249874, 07/03  09:50:00
26.75,21.773796561432768,14.192042381120707,7.731279204096274,7.3605830543057,0.0,-7.3605830543057,14.192042381120707,0.3706961497905743, 07/03  09:55:00
27.0,21.78845625585351,14.683154981472798,7.711798137519595,7.416800698495921,0.0,-7.416800698495921,14.683154981472798,0.2949974390236738, 07/03  10:00:00
27.083333333333332,21.802383744711463,15.173297024555838,7.692328205366416,7.472346181286402,0.0,-7.472346181286402,15.173297024555838,0.21998202408001433, 07/03  10:05:00
27.166666666666664,21.815505954775798,15.660889850814819,7.673381825316686,7.525198389728709,0.0,-7.525198389728709,15.660889850814819,0.14818343558797675, 07/03  10:10:00
27.25,21.828050140407488,16.14437511801181,7.654998958322281,7.577463853372026,0.0,-7.577463853372026,16.14437511801181,0.07753510495025484, 07/03  10:15:00
27.333333333333336,21.84024550048892,16.622221014158278,7.636925158442783,7.629380880362502,0.0,-7.629380880362502,16.622221014158278,0.007544278080280797, 07/03  10:20:00
27.416666666666664,21.852094998659787,17.092927849240606,7.618946765733489,7.6809602108069335,0.0,-7.6809602108069335,17.092927849240606,-0.062013445073444196, 07/03  10:25:00
27.5,21.863729832632583,17.555033037472462,7.600996479790431,7.732060555895146,0.0,-7.732060555895146,17.555033037472462,-0.13106407610471482, 07/03  10:30:00
27.583333333333336,21.875243697250827,17.992410555770633,7.583095512145001,7.78182558673986,0.0,-7.78182558673986,17.992410555770633,-0.19873007459485859, 07/03  10:35:00
27.666666666666664,21.886107034641174,18.71947004692995,7.565710432277489,7.832104934454214,0.0,-7.832104934454214,18.71947004692995,-0.2663945021767251, 07/03  10:40:00
27.75,21.89665164498109,19.13896999829816,7.547828334778865,7.883005160371547,0.0,-7.883005160371547,19.13896999829816,-0.3351768255926819, 07/03  10:45:00
27.833333333333336,21.90720896905742,19.53392665302188,7.530141798479816,7.930993056774291,0.0,-7.930993056774291,19.53392665302188,-0.400851258294475, 07/03  10:50:00
27.916666666666664,21.91759799074366,19.903636817070215,7.513221081366448,7.976366303241049,0.0,-7.976366303241049,19.903636817070215,-0.4631452218746004, 07/03  10:55:00
28.0,21.927514589246847,20.247515718743063,7.331868045472631,8.011440542230046,0.0,-8.011440542230046,20.247515718743063,-0.679572496757415, 07/03  11:00:00
28.083333333333332,21.715631609178246,20.565092236993518,7.3193658757637,21.84314870710717,0.0,-21.84314870710717,20.565092236993518,-14.523782831343468, 07/03  11:05:00
28.166666666666668,21.686567250364753,20.85600403452931,7.538144386867026,7.36957481501209,0.0,-7.36957481501209,20.85600403452931,0.16856957185493648, 07/03  11:10:00
28.25,21.724117254761186,21.36652040676279,7.5434032690939645,17.50084093227152,0.0,-17.50084093227152,21.36652040676279,-9.957437663177554, 07/03  11:15:00
28.333333333333336,21.754929757142534,21.62675215931309,7.463263087770175,16.151670531211987,0.0,-16.151670531211987,21.62675215931309,-8.688407443441813, 07/03  11:20:00
28.416666666666664,21.77187024463392,21.86041147225417,7.462874829242595,16.220331056906172,0.0,-16.220331056906172,21.86041147225417,-8.757456227663578, 07/03  11:25:00
28.5,21.780400402984174,22.067437423587812,7.462847065546905,16.604199984971604,0.0,-16.604199984971604,22.067437423587812,-9.1413529194247, 07/03  11:30:00
28.583333333333336,21.78616160068823,21.483294331109825,7.462845081457175,16.574414031623377,0.0,-16.574414031623377,21.483294331109825,-9.111568950166202, 07/03  11:35:00
28.666666666666664,21.79201923335723,20.85843448772035,7.462844936701608,16.483420694563513,0.0,-16.483420694563513,20.85843448772035,-9.020575757861906, 07/03  11:40:00
28.75,21.798537699213238,20.196314789195863,7.462844926208191,16.354901855673518,0.0,-16.354901855673518,20.196314789195863,-8.892056929465326, 07/03  11:45:00
28.833333333333336,21.80566400374566,19.30555242352906,7.462844925453431,16.125873719592978,0.0,-16.125873719592978,19.30555242352906,-8.663028794139546, 07/03  11:50:00
28.916666666666668,21.812736023955882,18.594033513912336,7.462844925399625,15.924967743641,0.0,-15.924967743641,18.594033513912336,-8.462122818241376, 07/03  11:55:00
29.0,21.819478391182937,17.858528954794075,7.462844925395841,15.700739173743397,0.0,-15.700739173743397,17.858528954794075,-8.237894248347555, 07/03  12:00:00
28.833333333333332,21.88579630338317,17.102927013390904,7.46284492539558,7.6068392507625875,0.0,-7.6068392507625875,17.102927013390904,-0.1439943253670073, 07/03  12:05:00
28.666666666666668,21.96824627389287,15.745776971332557,7.339900662237374,7.920467912084005,0.0,-7.920467912084005,15.745776971332557,-0.5805672498466308, 07/03  12:10:00
28.5,22.010953659329765,14.963857445164322,7.250973660176239,8.050955024003297,0.0,-8.050955024003297,14.963857445164322,-0.7999813638270581, 07/03  12:15:00
28.333333333333336,22.026563404510544,14.176318883271579,7.298604245949697,8.039375422356366,0.0,-8.039375422356366,14.176318883271579,-0.7407711764066693, 07/03  12:20:00
28.166666666666664,22.033869154090254,12.884853747062182,7.302886104716554,7.974954674672282,0.0,-7.974954674672282,12.884853747062182,-0.6720685699557283, 07/03  12:25:00
28.0,22.040189383269006,12.095403148070027,7.3255088654937515,7.914542029034769,0.0,-7.914542029034769,12.095403148070027,-0.5890331635410178, 07/03  12:30:00
27.833333333333336,22.046442808581627,11.573318487972928,7.346658434227697,7.876273507250686,0.0,-7.876273507250686,11.573318487972928,-0.5296150730229892, 07/03  12:35:00
27.666666666666668,22.052255902860182,11.050400669069626,7.443085635403414,7.85690293343772,0.0,-7.85690293343772,11.050400669069626,-0.41381729803430556, 07/03  12:40:00
27.5,22.058609856890904,10.045777874687497,7.45001685600289,7.8365043339800895,0.0,-7.8365043339800895,10.045777874687497,-0.38648747797719984, 07/03  12:45:00
27.333333333333332,22.064414385351444,9.540788933024018,7.457277720546557,7.81081106242566,0.0,-7.81081106242566,9.540788933024018,-0.35353334187910335, 07/03  12:50:00
27.166666666666668,22.06938009948436,9.038655005039713,7.631520832642891,7.791334135838404,0.0,-7.791334135838404,9.038655005039713,-0.1598133031955129, 07/03  12:55:00
27.0,22.073112460107726,8.540153903819236,7.638425580550916,7.774008949948024,0.0,-7.774008949948024,8.540153903819236,-0.13558336939710802, 07/03  13:00:00
27.083333333333332,22.00700292528536,8.046030952439091,6.060257884810573,7.699981837884608,0.0,-7.699981837884608,8.046030952439091,-1.6397239530740348, 07/03  13:05:00
27.166666666666664,21.92549447125395,7.556995861843402,6.0784714008457605,7.618382854056318,0.0,-7.618382854056318,7.556995861843402,-1.5399114532105571, 07/03  13:10:00
27.25,21.867296106547037,7.073719732428163,6.098336699780042,7.560781324397604,0.0,-7.560781324397604,7.073719732428163,-1.4624446246175626, 07/03  13:15:00
27.333333333333336,21.83704929255461,6.596832113737099,6.112281795840394,7.527525850312301,0.0,-7.527525850312301,6.596832113737099,-1.4152440544719074, 07/03  13:20:00
27.416666666666664,21.82401064862751,6.1269180681117446,6.120315034684969,7.507542470527625,0.0,-7.507542470527625,6.1269180681117446,-1.3872274358426555, 07/03  13:25:00
27.5,21.818331798465888,5.444405187973755,6.125152780902627,7.489039427603172,0.0,-7.489039427603172,5.444405187973755,-1.3638866467005455, 07/03  13:30:00
27.583333333333336,21.816311236606087,5.667777858339582,6.129647655554351,7.477315301359876,0.0,-7.477315301359876,5.667777858339582,-1.347667645805525, 07/03  13:35:00
27.666666666666664,21.816561467179962,6.106047781961317,6.132524919841922,7.477473131613883,0.0,-7.477473131613883,6.106047781961317,-1.3449482117719613, 07/03  13:40:00
27.75,21.818431280855425,6.320108962617139,6.132558016474349,7.486129850634991,0.0,-7.486129850634991,6.320108962617139,-1.3535718341606415, 07/03  13:45:00
27.833333333333336,21.821570677294144,6.5293640456651225,6.130559923077645,7.4985339591212625,0.0,-7.4985339591212625,6.5293640456651225,-1.3679740360436172, 07/03  13:50:00
27.916666666666664,21.825711551659584,6.733564982970208,6.127671751752319,7.512235085240599,0.0,-7.512235085240599,6.733564982970208,-1.3845633334882796, 07/03  13:55:00
28.0,21.83060265895854,6.932465448993521,6.124481922320989,7.526764667416281,0.0,-7.526764667416281,6.932465448993521,-1.4022827450952926, 07/03  14:00:00
27.916666666666664,21.827335224341077,7.125819227312759,6.059644959853147,7.529822467824159,0.0,-7.529822467824159,7.125819227312759,-1.4701775079710124, 07/03  14:05:00
27.833333333333336,21.822746585084367,7.313378184644151,6.058388614319103,7.534028689325744,0.0,-7.534028689325744,7.313378184644151,-1.4756400750066412, 07/03  14:10:00
27.75,21.822363214516688,7.494889766146678,5.94185953385593,7.533651748180301,0.0,-7.533651748180301,7.494889766146678,-1.5917922143243706, 07/03  14:15:00
27.666666666666668,21.822546563877058,7.670093938341406,5.942023385171001,7.534296074867866,0.0,-7.534296074867866,7.670093938341406,-1.5922726896968653, 07/03  14:20:00
27.583333333333332,21.822990242544886,7.838719497594937,5.941912020674844,7.537353567660704,0.0,-7.537353567660704,7.838719497594937,-1.5954415469858594, 07/03  14:25:00
27.5,21.824238579506805,8.000479652618154,5.940771501672049,7.542632240913797,0.0,-7.542632240913797,8.000479652618154,-1.601860739241748, 07/03  14:30:00
27.416666666666668,21.81899119802429,8.180343617669955,5.7372970867813535,7.541006258299977,0.0,-7.541006258299977,8.180343617669955,-1.8037091715186238, 07/03  14:35:00
27.333333333333336,21.813233366862203,8.47914596699885,5.679540427558331,7.540847247171943,0.0,-7.540847247171943,8.47914596699885,-1.8613068196136116, 07/03  14:40:00
27.25,21.813963765420354,8.580491893078213,5.679433889420539,7.5445439355744135,0.0,-7.5445439355744135,8.580491893078213,-1.865110046153874, 07/03  14:45:00
27.166666666666664,21.78247191381524,8.653864373584652,4.90528086850205,7.522435082580485,0.0,-7.522435082580485,8.653864373584652,-2.617154214078435, 07/03  14:50:00
27.083333333333336,21.762418927393487,8.70052113416684,4.910017977068409,7.509522561872272,0.0,-7.509522561872272,8.70052113416684,-2.5995045848038627, 07/03  14:55:00
27.0,21.737786200529282,8.75510862938648,4.914407963164403,7.4982804798908385,0.0,-7.4982804798908385,8.75510862938648,-2.5838725167264354, 07/03  15:00:00
27.0,21.723338101948425,8.731466209755785,4.889942143275199,7.493252570977964,0.0,-7.493252570977964,8.731466209755785,-2.6033104277027643, 07/03  15:05:00
27.0,21.70310199005468,8.68609815616661,4.8916966115741625,7.485375892313062,0.0,-7.485375892313062,8.68609815616661,-2.5936792807388995, 07/03  15:10:00
27.0,21.690287240177618,8.621119318946416,4.89184298453401,7.486046402789399,0.0,-7.486046402789399,8.621119318946416,-2.594203418255389, 07/03  15:15:00
27.000000000000004,21.674304362262237,8.538820769687398,4.892861101261477,7.478473216762042,0.0,-7.478473216762042,8.538820769687398,-2.585612115500565, 07/03  15:20:00
27.0,21.665561057781293,8.4416527791365,4.893193823131892,7.478065901808484,0.0,-7.478065901808484,8.4416527791365,-2.584872078676592, 07/03  15:25:00
27.0,21.65429621099665,8.273753412268112,4.894321882307127,7.465994922334643,0.0,-7.465994922334643,8.273753412268112,-2.571673040027516, 07/03  15:30:00
27.0,21.608345370290696,7.646914805275888,3.9158931675773228,7.425600476077641,0.0,-7.425600476077641,7.646914805275888,-3.509707308500318, 07/03  15:35:00
27.0,21.549726243559043,6.997877343185229,3.9731268687854113,7.371016786471215,0.0,-7.371016786471215,6.997877343185229,-3.397889917685804, 07/03  15:40:00
